0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.924,0.974
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.456,0.913
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.303,0.664
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.219,0.165
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.876,0.458
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.148,0.277
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.0743,0.852
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.931,0.82
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.557,0.905
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.627,0.964
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.235,0.928
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.189,0.96
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.889,0.833
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.106,0.265
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.978,0.408
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.666,0.908
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.207,0.643
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.328,0.714
0.353,0.572
0.353,0.572
0.353,0.572
0.353,0.572
0.353,0.572
0.353,0.572
0.353,0.572
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
