0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.356,0.743
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.588,0.872
0.585,0.955
0.585,0.955
0.585,0.955
0.585,0.955
0.585,0.955
0.585,0.955
0.585,0.955
0.585,0.955
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.464,0.953
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.796,0.612
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.962,0.757
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.477,0.802
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.178,0.44
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.199,0.292
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.108,0.207
0.459,0.0159
0.459,0.0159
0.459,0.0159
0.459,0.0159
0.459,0.0159
0.459,0.0159
0.459,0.0159
0.459,0.0159
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.129,0.106
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
0.355,0.263
